Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
0,1.00000000000000000000,1,0.54459203036053138725,0.36288088642659283023,0.03444444444444444420,0.00000000000000000000,0.00365913485887731874,0.65306122448979586625,0.00543870149823501466,0.20973348783314021970,0.03320000000000000034,0.03125000000000000000,0.45211839814277421379,0.64948453608247413982,0.00000000000000000000,0.00488858501216769218,0.02607428879088441107,0.61956521739130432369,0.60350877192982455011,0.50527426160337551853,0.48792270531400966371
0,0.93333333333333334814,1,0.44781783681214415438,0.37396121883656513463,0.03555555555555555552,0.00000000000000000000,0.00377432830045577438,0.62244897959183664859,0.00231875315176050889,0.20393974507531870133,0.03440000000000000002,0.57291666666666662966,0.45327916424840392073,0.61855670103092774692,0.00000000000000000000,0.00512721093269418761,0.00025315581850842106,0.63043478260869567631,0.61052631578947358371,0.50210970464135018521,0.48309178743961350699
0,0.86666666666666669627,1,0.44781783681214415438,0.36980609418282550660,0.03666666666666666685,0.00000000000000000000,0.00375870507966847992,0.64285714285714279370,0.00202655255133540402,0.19814600231749712744,0.03559999999999999970,0.61458333333333325932,0.45037724898432968113,0.63917525773195871253,0.00000000000000000000,0.00528705227276510259,0.02452481114522455860,0.63768115942028980037,0.61754385964912272833,0.49578059071729957408,0.47826086956521740579
0,0.80000000000000004441,1,0.44022770398481969600,0.37534626038781165880,0.03833333333333333037,0.00000000000000000000,0.00401358162528130721,0.67346938775510201136,0.01313488828039946661,0.19235225955967555356,0.03720000000000000390,0.66666666666666662966,0.47301218804410910534,0.67010309278350510542,0.00000000000000000000,0.00560771757401945514,0.00285728449321450946,0.64492753623188403544,0.62807017543859644526,0.48839662447257387035,0.47342995169082130458
0,0.73333333333333328152,1,0.43453510436432640773,0.37950138504155128683,0.03944444444444444170,0.00000000000000000000,0.00036432961530260248,0.68367346938775508391,0.01420000659807807430,0.18771726535341831665,0.03880000000000000115,0.67708333333333325932,0.43528728961114337981,0.68041237113402053271,0.00000000000000000000,0.00051905119218060962,0.00230207804827242202,0.65579710144927538806,0.63508771929824558988,0.47890295358649792590,0.45893719806763283442
0,0.66666666666666662966,1,0.42694497153700194936,0.38504155124653738351,0.04111111111111111216,0.00000000000000000000,0.00409033515938011984,0.66326530612244893881,0.00937398377815376431,0.18192352259559674277,0.04080000000000000293,0.65625000000000000000,0.51247823563551930803,0.65979381443298967813,0.00000000000000000000,0.00462903986854637343,0.00222832041253080357,0.66304347826086951212,0.64210526315789462348,0.47257383966244725926,0.44444444444444441977
0,0.59999999999999997780,1,0.42314990512333960915,0.38781163434903048737,0.04277777777777777568,0.00000000000000000000,0.00291388472167713282,0.63265306122448972115,0.01348364383574555958,0.17612977983777522439,0.04240000000000000019,0.62500000000000000000,0.52524666279744625097,0.62886597938144328523,0.00000000000000000000,0.00372751527277359216,0.00021972791692969761,0.67028985507246385822,0.65263157894736834042,0.45780590717299579628,0.42995169082125606064
0,0.53333333333333332593,1,0.41366223908918420271,0.39612188365650968791,0.04444444444444444614,0.00111982082866741344,0.00132823628145815800,0.64285714285714279370,0.00753594774322165380,0.17033603707995365051,0.04400000000000000439,0.63541666666666662966,0.46198491004062680609,0.63917525773195871253,0.00000000000000000000,0.00311887605007881742,0.00210950068866068170,0.67753623188405798228,0.65964912280701748504,0.45675105485232064817,0.42028985507246374720
0,0.46666666666666667407,1,0.40227703984819740413,0.40720221606648199231,0.04555555555555555747,0.00055991041433370661,0.00056007215014257459,0.63265306122448972115,0.00537743363040394436,0.16454229432213207662,0.04520000000000000406,0.62500000000000000000,0.36912362159024958430,0.62886597938144328523,0.00000000000000000000,0.00308929403338207859,0.02057160220038151480,0.68478260869565221736,0.66666666666666662966,0.43776371308016875927,0.40579710144927538806
0,0.40000000000000002220,1,0.39848197343453506392,0.40720221606648199231,0.04666666666666666879,0.00111982082866741344,0.00088149873848426569,0.64285714285714279370,0.00937869669106384564,0.15874855156431055825,0.04640000000000000374,0.57291666666666662966,0.40975043528728960496,0.57731958762886592673,0.00000000000000000000,0.00227305537919294393,0.00200123079847185255,0.69202898550724634141,0.67368421052631577428,0.42721518987341772222,0.39130434782608691791
